"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45284522","2019-12-31T23:46:00.000","2020-01-03T03:24:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"10467","3560 WEBSTER AVENUE","WEBSTER AVENUE","EAST GUN HILL ROAD","EAST  233 STREET","EAST GUN HILL ROAD","EAST  233 STREET",,"BRONX","WEBSTER AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-03T03:24:24.000","12 BRONX","11","Precinct 47","2033607501","BRONX","1020020","260225","PHONE","Unspecified","BRONX",,,,,,,,"40.88085921688189","-73.87064624326403","POINT (-73.870646243264 40.880859216882)"
"45284801","2019-12-31T23:45:50.000","2020-01-02T15:28:02.000","DOT","Department of Transportation","Street Sign - Missing","Stop","N/A","Street","10040","609 WEST  196 STREET","WEST  196 STREET","ELLWOOD STREET","BEND","ELLWOOD STREET","BEND",,"NEW YORK","WEST  196 STREET",,"Closed",,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.","2020-01-02T15:28:04.000","12 MANHATTAN","10","Precinct 34","1021720100","MANHATTAN","1003856","252883","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.860758391369025","-73.92912097889744","POINT (-73.929120978897 40.860758391369)"
"45280695","2019-12-31T23:45:33.000","2020-01-01T05:18:09.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10461","2950 MIDDLETOWN ROAD","MIDDLETOWN ROAD","PLYMOUTH AVENUE","GILLESPIE AVENUE","PLYMOUTH AVENUE","GILLESPIE AVENUE",,"BRONX","MIDDLETOWN ROAD",,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2020-01-01T05:18:15.000","10 BRONX","13","Precinct 45","2053950008","BRONX","1030949","246712","PHONE","Unspecified","BRONX",,,,,,,,"40.843719116823095","-73.83121833804364","POINT (-73.831218338044 40.843719116823)"
"45280283","2019-12-31T23:45:27.000","2020-01-01T06:09:52.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","10026","95 WEST  119 STREET","WEST  119 STREET","5 AVENUE","LENOX AVENUE","5 AVENUE","LENOX AVENUE",,"NEW YORK","WEST  119 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T06:09:58.000","10 MANHATTAN","09","Precinct 28","1017180001","MANHATTAN","998679","232128","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80380187637796","-73.94788135134962","POINT (-73.94788135135 40.803801876378)"
"45279567","2019-12-31T23:45:19.000","2020-01-03T03:29:42.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10470","525 EAST  234 STREET","EAST  234 STREET","PETERS PLACE","WEBSTER AVENUE","PETERS PLACE","WEBSTER AVENUE",,"BRONX","EAST  234 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-03T03:29:45.000","12 BRONX","11","Precinct 47","2033960040","BRONX","1022043","266229","PHONE","Unspecified","BRONX",,,,,,,,"40.897329853306275","-73.8632966695496","POINT (-73.86329666955 40.897329853306)"
"45284582","2019-12-31T23:45:14.000","2020-01-01T00:13:29.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","10034","213 NAGLE AVENUE","NAGLE AVENUE",,,,,,"NEW YORK","NAGLE AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T00:13:31.000","12 MANHATTAN","10","Precinct 34","1022160001","MANHATTAN","1005572","253428","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.86225027373548","-73.92291561661044","POINT (-73.92291561661 40.862250273735)"
"45284152","2019-12-31T23:45:06.000","2020-01-01T08:32:10.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10027","204 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","WEST  120 STREET","WEST  121 STREET","WEST  120 STREET","WEST  121 STREET",,"NEW YORK","ST NICHOLAS AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T08:32:12.000","10 MANHATTAN","09","Precinct 28","1019260007","MANHATTAN","997300","233280","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80696594301987","-73.95286016425491","POINT (-73.952860164255 40.80696594302)"
"45284063","2019-12-31T23:44:54.000","2019-12-31T23:44:57.000","EDC","Economic Development Corporation","Noise - Helicopter","Other","Flying Too Low","Above Address","10016","240 EAST   28 STREET","EAST   28 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE",,"NEW YORK","EAST   28 STREET",,"Closed",,,,"06 MANHATTAN","02","Precinct 13","1009080035","MANHATTAN","990001","209346","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74128115676784","-73.97924644349348","POINT (-73.979246443493 40.741281156768)"
"45280093","2019-12-31T23:44:52.000","2020-04-16T07:31:20.000","HPD","Department of Housing Preservation and Development","GENERAL","MAILBOX","BOX BROKEN OR MISSING","RESIDENTIAL BUILDING","10459","1327 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.","2020-04-16T07:31:20.000","03 BRONX","17","Precinct 42","2029760092","BRONX","1014280","242088","PHONE","Unspecified","BRONX",,,,,,,,"40.83110000795265","-73.89148482467765","POINT (-73.891484824678 40.831100007953)"
"45280079","2019-12-31T23:44:44.000","2020-02-05T12:10:47.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Non Passenger","Unsafe Driving - Non-Passenger",,"10027","3133 BROADWAY","BROADWAY","WEST  123 STREET","LA SALLE STREET","WEST  123 STREET","LA SALLE STREET",,"NEW YORK","BROADWAY",,"Closed",,"A representative from the Taxi and Limousine Commission (TLC) called and left a message for you and emailed you but has not been able to get in touch with you to confirm the details of your complaint. As a result, the TLC has closed your complaint. If you would like to have your complaint reopened, please call (212) 676-1046.","2020-02-05T12:10:50.000","09 MANHATTAN","07","Precinct 26","1019930033","MANHATTAN","995368","235692","PHONE","Unspecified","MANHATTAN",,,"3133 BROADWAY, MANHATTAN (NEW YORK), NY, 10027",,,,,"40.81358885524042","-73.95983503127599","POINT (-73.959835031276 40.81358885524)"
"45281715","2019-12-31T23:44:37.000","2020-01-01T11:33:51.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant",,"Street/Sidewalk","11421","84-41 88 STREET","88 STREET","PARK LANE SOUTH","85 ROAD","PARK LANE SOUTH","85 ROAD",,"WOODHAVEN","88 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T11:33:53.000","09 QUEENS","32","Precinct 102","4088670034","QUEENS","1023818","193004","ONLINE","Unspecified","QUEENS",,,,,,,,"40.696339710844796","-73.85730767800368","POINT (-73.857307678004 40.696339710845)"
"45278974","2019-12-31T23:44:28.000","2020-01-01T00:18:56.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10468","62 EAST  190 STREET","EAST  190 STREET","MORRIS AVENUE","CRESTON AVENUE","MORRIS AVENUE","CRESTON AVENUE",,"BRONX","EAST  190 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T00:19:00.000","07 BRONX","14","Precinct 52","2031740024","BRONX","1012332","253712","PHONE","Unspecified","BRONX",,,,,,,,"40.863010851798755","-73.89847534862979","POINT (-73.89847534863 40.863010851799)"
"45282878","2019-12-31T23:44:09.000","2020-01-01T03:46:57.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11207","893 SCHENCK AVENUE","SCHENCK AVENUE","STANLEY AVENUE","WORTMAN AVENUE","STANLEY AVENUE","WORTMAN AVENUE",,"BROOKLYN","SCHENCK AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T03:46:58.000","05 BROOKLYN","42","Precinct 75","3043770001","BROOKLYN","1017022","179173","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.65840455203174","-73.88188301444583","POINT (-73.881883014446 40.658404552032)"
"45279963","2019-12-31T23:44:03.000","2020-01-02T14:04:32.000","DCA","Department of Consumer Affairs","Consumer Complaint","Gas Station","Damaged/Defective Goods","Commercial Building","10304","708 RICHMOND ROAD","RICHMOND ROAD","DEKALB STREET","NARROWS ROAD NORTH","DEKALB STREET","NARROWS ROAD NORTH",,"STATEN ISLAND","RICHMOND ROAD",,"Closed",,"The Department of Consumer Affairs is scheduling an inspection which will take place within 35 days. Please do not file duplicate complaints or call to check results during this time. After 35 days, call 311 with your Service Request Number and ask for Service Request Status - DCA.","2020-01-02T14:04:32.000","01 STATEN ISLAND","49","Precinct 120","5029040050","STATEN ISLAND","959332","161420","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.609701947584945","-74.08974403384182","POINT (-74.089744033842 40.609701947585)"
"45279896","2019-12-31T23:44:03.000","2020-01-01T08:21:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11375","111-18 66 AVENUE","66 AVENUE","111 STREET","GRAND CENTRAL PARKWAY","111 STREET","GRAND CENTRAL PARKWAY",,"FOREST HILLS","66 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T08:21:55.000","06 QUEENS","29","Precinct 112","4021860075","QUEENS","1027351","205819","PHONE","Unspecified","QUEENS",,,,,,,,"40.73149726992085","-73.84448475662313","POINT (-73.844484756623 40.731497269921)"
"45280403","2019-12-31T23:43:50.000","2020-01-01T03:49:19.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking",,"Residential Building/House","11207","893 SCHENCK AVENUE","SCHENCK AVENUE","STANLEY AVENUE","WORTMAN AVENUE","STANLEY AVENUE","WORTMAN AVENUE",,"BROOKLYN","SCHENCK AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T03:49:28.000","05 BROOKLYN","42","Precinct 75","3043770001","BROOKLYN","1017022","179173","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.65840455203174","-73.88188301444583","POINT (-73.881883014446 40.658404552032)"
"45281651","2019-12-31T23:43:50.000","2019-12-31T23:58:03.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"Street/Sidewalk","10032","498 WEST  158 STREET","WEST  158 STREET","ST NICHOLAS AVENUE","AMSTERDAM AVENUE","ST NICHOLAS AVENUE","AMSTERDAM AVENUE",,"NEW YORK","WEST  158 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T23:58:08.000","12 MANHATTAN","07","Precinct 33","1021080059","MANHATTAN","1000454","242921","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.833422541343964","-73.94144385735437","POINT (-73.941443857354 40.833422541344)"
"45280731","2019-12-31T23:43:40.000","2020-01-01T02:16:33.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10040","556 WEST  188 STREET","WEST  188 STREET","AUDUBON AVENUE","ST NICHOLAS AVENUE","AUDUBON AVENUE","ST NICHOLAS AVENUE",,"NEW YORK","WEST  188 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-01-01T02:16:34.000","12 MANHATTAN","10","Precinct 34","1021580010","MANHATTAN","1003732","250155","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85327112464684","-73.9295771883617","POINT (-73.929577188362 40.853271124647)"
"45277734","2019-12-31T23:43:38.000","2020-01-06T21:46:58.000","HPD","Department of Housing Preservation and Development","WATER LEAK","DAMP SPOT","FROM WALL OR CEILING","RESIDENTIAL BUILDING","11226","55 LINDEN BOULEVARD","LINDEN BOULEVARD",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2020-01-06T21:46:58.000","14 BROOKLYN","40","Precinct 70","3050830071","BROOKLYN","996116","176915","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65225953213826","-73.957236461429","POINT (-73.957236461429 40.652259532138)"
"45278574","2019-12-31T23:43:16.000","2020-01-01T02:28:49.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"Street/Sidewalk","11222","123 GREENPOINT AVENUE","GREENPOINT AVENUE","FRANKLIN STREET","MANHATTAN AVENUE","FRANKLIN STREET","MANHATTAN AVENUE",,"BROOKLYN","GREENPOINT AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T02:28:51.000","01 BROOKLYN","33","Precinct 94","3025580058","BROOKLYN","996638","205277","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.730105950956066","-73.95530308617568","POINT (-73.955303086176 40.730105950956)"
"45279575","2019-12-31T23:43:16.000","2020-01-01T14:53:35.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10457","2264 BEAUMONT AVENUE","BEAUMONT AVENUE","GROTE STREET","EAST  183 STREET","GROTE STREET","EAST  183 STREET",,"BRONX","BEAUMONT AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2020-01-01T14:53:37.000","06 BRONX","15","Precinct 48","2031010002","BRONX","1015830","249472","PHONE","Unspecified","BRONX",,,,,,,,"40.85136151035267","-73.88584904359904","POINT (-73.885849043599 40.851361510353)"
"45280706","2019-12-31T23:42:53.000","2020-01-01T16:34:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10453","1991 SEDGWICK AVENUE","SEDGWICK AVENUE","WEST  179 STREET","BEND","WEST  179 STREET","BEND",,"BRONX","SEDGWICK AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T16:34:23.000","05 BRONX","14","Precinct 46","2032300016","BRONX","1007455","251521","PHONE","Unspecified","BRONX",,,,,,,,"40.857011385380964","-73.91611470496865","POINT (-73.916114704969 40.857011385381)"
"45283949","2019-12-31T23:42:47.000","2020-01-01T02:53:01.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"10128","153 EAST   88 STREET","EAST   88 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE",,"NEW YORK","EAST   88 STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2020-01-01T02:53:03.000","08 MANHATTAN","05","Precinct 19","1015170024","MANHATTAN","996949","223676","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.78060607491366","-73.95414622299026","POINT (-73.95414622299 40.780606074914)"
"45287570","2019-12-31T23:42:42.000","2020-02-21T00:00:00.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,,"11225","329 STERLING STREET","STERLING STREET",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.","2020-02-21T00:00:00.000","09 BROOKLYN","40","Precinct 71","3013160072","BROOKLYN","998138","180900","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.66319454026989","-73.94994122778134","POINT (-73.949941227781 40.66319454027)"
"45283763","2019-12-31T23:42:40.000","2020-01-01T11:34:14.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11416","94-39 96 STREET","96 STREET","ATLANTIC AVENUE","95 AVENUE","ATLANTIC AVENUE","95 AVENUE",,"OZONE PARK","96 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T11:34:17.000","09 QUEENS","32","Precinct 102","4090390037","QUEENS","1026753","189963","PHONE","Unspecified","QUEENS",,,,,,,,"40.6879792714881","-73.84674252549694","POINT (-73.846742525497 40.687979271488)"
