"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-73.91231013990205 40.7774352536919)","4","H438087","1008536.471","222529.6095","401","40.7774353","-73.91230774"
"POINT (-73.85644699772318 40.85380167696143)","2","H210521","1023962.648","250373.024","211","40.85380173","-73.85644531"
"POINT (-74.08415883939534 40.64177051753766)","5","H510950","960893.989","173101.902","501","40.64176941","-74.08415985"
"POINT (-73.73411737576959 40.72901035144507)","4","H418082","1057941.96","204986.531","413","40.72901154","-73.7341156"
"POINT (-73.89220906922 40.58217658251022)","3","H331320","1014191.173","151397.48","356","40.58217658","-73.89220907"
"POINT (-73.82538336617039 40.72048376575323)","4","H424495","1032652.93625","201816.43725","408","40.72048187","-73.82538605"
"POINT (-74.13542903599378 40.554111588207434)","5","H511578","946615.966","141183.384","503","40.55411148","-74.13542938"
"POINT (-73.92792269612313 40.710685274646536)","3","H312299","1004232.449","198206.526","301","40.71068573","-73.92792511"
"POINT (-73.88877930485086 40.844525285429704)","2","H207429","1015022.5025","246980.278","206","40.84452438","-73.88877869"
"POINT (-74.23883591169522 40.51597207700568)","5","H500131","917842.66","127349.701","503","40.51597214","-74.2388382"
"POINT (-73.9841396927684 40.684311374481176)","3","H305970","988648.794","188589.91","302","40.68431091","-73.98413849"
"POINT (-73.92289553609089 40.61768558609653)","3","H328258","1005655.984","164325.319","318","40.61768723","-73.92289734"
"POINT (-73.99090400429706 40.62596666222425)","3","H309589","986774.946","167333.044","312","40.62596512","-73.99090576"
"POINT (-73.75875913111494 40.74604915273389)","4","H419533","1051095.1795","211174.51125","411","40.74604797","-73.75875854"
"POINT (-73.85454661515351 40.83467572291003)","2","H212546","1024499.942","243405.596","209","40.83467484","-73.85454559"
"POINT (-74.01786557153936 40.648811625157435)","3","H300628","979292.416","175656.456","307","40.64881134","-74.01786804"
"POINT (-73.7542453880487 40.685878337505606)","4","H405087","1052407.387","189256.01","412","40.68587875","-73.75424194"
"POINT (-73.82858879324569 40.756428294405346)","4","H429675","1031738.78175","214910.38575","407","40.75642776","-73.82859039"
"POINT (-73.96016154092415 40.586510117781074)","3","H323131","995315.245","152960.39","315","40.5865097","-73.9601593"
"POINT (-73.8889881381975 40.871583767720054)","2","H204940","1014952.229","256838.644","207","40.87158203","-73.88898468"
"POINT (-73.73743769549964 40.73418673466368)","4","H418209","1057016.051","206869.665","413","40.73418808","-73.73743439"
"POINT (-73.84786434487174 40.83149564266983)","2","H212588","1026351.074","242250.118","209","40.83149719","-73.84786224"
"POINT (-73.73655103040053 40.72704014893779)","4","H418351","1057269.60975","204266.69025","413","40.72703934","-73.73654938"
"POINT (-73.95306136103152 40.62114714415599)","3","H319102","997280.578","165580.526","314","40.62114716","-73.95306396"
"POINT (-73.79716872437527 40.68544075133201)","4","H404758","1040503.456","189066.104","412","40.68544006","-73.79716492"
"POINT (-74.150934737265 40.62648177097098)","5","H503854","942352.56025","167556.6765","501","40.6264801","-74.15093231"
"POINT (-74.03731490504342 40.62585220141128)","3","H300139","973891.785","167293.418","310","40.62585068","-74.03731537"
"POINT (-73.88552451708493 40.81056080459572)","2","H209591","1015939.207","234606.945","202","40.81056213","-73.88552094"
"POINT (-74.20278563233862 40.5333600865426)","5","H502785","927880.937","133659.273","503","40.53335953","-74.20278931"
"POINT (-73.95960167442635 40.696493104358964)","3","H306188","995452.27","193030.256","303","40.69649124","-73.95960236"
"POINT (-74.01477409715523 40.64762386903056)","3","H300645","980150.20775","175223.564","307","40.64762497","-74.01477051"
"POINT (-73.74634026768682 40.680363392694915)","4","H405927","1054605.599","187253.014","413","40.6803627","-73.74633789"
"POINT (-73.73586589031899 40.69759925953382)","4","H403361","1057491.851","193541.102","413","40.6975975","-73.73586273"
"POINT (-73.85071400284542 40.71234628938176)","4","H427896","1025636.459","198838.729","406","40.71234512","-73.85071564"
"POINT (-73.953868425597 40.692351769366795)","3","H311298","997042.868","191522.231","303","40.69235229","-73.95386505"
"POINT (-74.1431585585434 40.62492282140767)","5","H503789","944510.192","166985.087","501","40.62492371","-74.14315796"
"POINT (-74.09049344037598 40.62257588566655)","5","H513708","959128.768","166110.539","501","40.62257767","-74.09049225"
"POINT (-74.08269346531465 40.62344755339234)","5","H513666","961294.362","166425.97","501","40.62344742","-74.08269501"
"POINT (-73.75242271041411 40.66246350214944)","4","H407417","1052936.996","180726.774","413","40.66246414","-73.75242615"
"POINT (-73.94469747742137 40.67664991772978)","3","H315840","999589.699","185803.06425","308","40.676651","-73.94469452"
"POINT (-73.97973708758155 40.67696956831084)","3","H305129","989870.458","185915.33","306","40.67697144","-73.97973633"
"POINT (-73.96274441584688 40.622000392377394)","3","H319166","994592.345","165890.095","314","40.62200165","-73.96274567"
"POINT (-73.86386626252397 40.68563621703589)","4","H428448","1022005.393","189101.528","409","40.68563461","-73.86386871"
"POINT (-73.88001515474906 40.83192517575098)","2","H206793","1017453.651","242392.793","209","40.83192444","-73.88001251"
"POINT (-73.7399392477929 40.73274288641044)","4","H418129","1056324.339","206341.56","413","40.73274231","-73.73993683"
"POINT (-73.89748924283812 40.659653736657326)","3","H325748","1012691.463","179622.674","305","40.65965271","-73.89749146"
"POINT (-74.12670352298846 40.62071078434513)","5","H507558","949075.771","165443.496","501","40.62071228","-74.12670135"
"POINT (-73.7697025839505 40.767916187487025)","4","H420368","1048041.9315","219133.1955","411","40.76791763","-73.7696991"
"POINT (-73.88929583123834 40.84287956879739)","2","H207567","1014880.348","246380.501","206","40.84288025","-73.88929749"
"POINT (-73.78411608283459 40.66778078020095)","4","H406562","1044139.34","182640.7415","412","40.66778078","-73.78411608"
"POINT (-73.84639937957442 40.7760794065157)","4","H431571","1026791.882","222060.771","407","40.77608109","-73.8463974"
"POINT (-73.9435515486768 40.76764135059174)","1","H440110","999886.1915","218954.24525","108","40.76764297","-73.94355011"
"POINT (-73.85698256615954 40.68389931786695)","4","H428489","1023915.552","188471.768","409","40.68389893","-73.85697937"
"POINT (-73.91389607285403 40.7700304963038)","4","H438671","1008099.885","219831.374","401","40.77003098","-73.91389465"
"POINT (-74.11986162929524 40.56915709415014)","5","H511744","950949.451","146658.519","502","40.56915665","-74.11986542"
"POINT (-73.90322191203954 40.765544952478805)","4","H437129","1011058.32","218200.229","401","40.76554489","-73.90322113"
"POINT (-73.9424315038653 40.70735945707835)","3","H311575","1000210.877","196991.854","301","40.70735931","-73.94242859"
"POINT (-73.95250562447582 40.642532416173644)","3","H315199","997430.631","173371.836","317","40.64253235","-73.95250702"
"POINT (-73.91174752166998 40.62014812109342)","3","H328142","1008750.026","165225.406","318","40.62014771","-73.91175079"
"POINT (-73.85871007245181 40.68519869863845)","4","H428516","1023435.669","188944.392","409","40.68519974","-73.85871124"
"POINT (-73.90768479780044 40.61977600545988)","3","H328696","1009878.033","165090.997","318","40.61977768","-73.90768433"
"POINT (-73.79873111344045 40.721707952789416)","4","H408126","1040039.7825","202278.296","408","40.72170639","-73.79872894"
"POINT (-74.18688243952259 40.53051597190839)","5","H505077","932299.388","132613.26525","503","40.53051758","-74.18688202"
"POINT (-73.85136812772689 40.68226702636227)","4","H425335","1025473.711","187879.67","409","40.68226624","-73.85137177"
"POINT (-73.82878298266655 40.68196195881218)","4","H408289","1031738.01125","187779.9615","410","40.68196106","-73.82878113"
"POINT (-73.92271064847097 40.64253842053505)","3","H325588","1005699.324","173379.913","317","40.64253998","-73.92271423"
"POINT (-73.90335645320894 40.729860840394736)","4","H435800","1011035.3945","205199.32825","405","40.72986221","-73.90335846"
"POINT (-73.90089335334532 40.86464464634523)","2","H201379","1011662.5","254306.503","207","40.8646431","-73.90089417"
"POINT (-73.90747622502782 40.716137796553596)","4","H436170","1009898.854","200198.37","405","40.71613693","-73.90747833"
"POINT (-73.8141144958866 40.74023957670359)","4","H427175","1035761.3375","209020.50725","407","40.74023819","-73.81411743"
"POINT (-73.75775142747949 40.59515960295736)","4","H415761","1051526.43","156202.126","414","40.59516144","-73.75775146"
"POINT (-73.85188305771003 40.737131939687565)","4","H430213","1025297.094","207868.345","406","40.73713303","-73.85188293"
"POINT (-73.93449867556978 40.71047892790853)","3","H312382","1002409.405","198129.916","301","40.71047974","-73.93450165"
"POINT (-73.90591977001422 40.69982376781693)","4","H433839","1010336.708","194255.141","405","40.69982529","-73.90592194"
"POINT (-73.95282190355397 40.69051071351921)","3","H311305","997333.443","190851.635","303","40.6905098","-73.95281982"
"POINT (-73.877255822968 40.67716967245312)","3","H330080","1018296.251","186011.437","305","40.6771698","-73.8772583"
"POINT (-73.83758845025274 40.665798494122434)","4","H421472","1029306.686","181886.509","410","40.66579819","-73.83758545"
"POINT (-73.89266221920369 40.85666496106565)","2","H204662","1013942.76","251401.88","206","40.85666656","-73.89266205"
"POINT (-73.99100488399851 40.63962363517596)","3","H309091","986746.432","172308.643","312","40.63962173","-73.99100494"
"POINT (-73.93466298137633 40.62483738148853)","3","H324479","1002387.126","166928.25","318","40.62483597","-73.93466187"
"POINT (-74.02947116222902 40.61902141232846)","3","H303001","976068.286","164803.951","310","40.61902237","-74.02947235"
"POINT (-73.82020205665552 40.8416845706293)","2","H214338","1033998.534","245976.819","210","40.84168625","-73.82020569"
"POINT (-74.18190781015569 40.54020589843272)","5","H505534","933689.592","136140.615","503","40.54020691","-74.18190765"
"POINT (-73.75351137954497 40.677990730343424)","4","H405954","1052619.042","186382.91","413","40.67798996","-73.75350952"
"POINT (-74.08589534287202 40.59115705080052)","5","H515191","960393.988","154662.565","502","40.59115601","-74.08589172"
"POINT (-73.95504044316911 40.74443107295341)","4","H440508","996708.11425","210496.145","402","40.74443054","-73.95503998"
"POINT (-73.89041374361591 40.673357948459476)","3","H327124","1014648.303","184617.878","305","40.67335892","-73.89041138"
"POINT (-73.89553811640207 40.64141537395862)","3","H328861","1013240.724","172978.58","318","40.64141464","-73.89553833"
"POINT (-73.99904993730843 40.68840162624589)","3","H302067","984513.48","190079.711","306","40.68840027","-73.99904633"
"POINT (-73.8265142871867 40.66823040104445)","4","H421539","1032377.154","182778.41","410","40.66823196","-73.8265152"
"POINT (-73.86126856801081 40.72338668096912)","4","H430434","1022704.056","202856.266","406","40.72338486","-73.86126709"
"POINT (-74.13469361765517 40.625866963713946)","5","H507528","946860.527","167325.336","501","40.62586594","-74.13469696"
"POINT (-73.85498546341796 40.83395413271433)","2","H212559","1024378.939","243142.493","209","40.83395386","-73.8549881"
"POINT (-73.8559488797604 40.86379048441625)","2","H211026","1024094.463","254012.553","211","40.8637886","-73.8559494"
"POINT (-74.00015630976307 40.687233815278475)","3","H301118","984206.65","189654.242","306","40.68723297","-74.00015259"
"POINT (-73.99480032120799 40.59384301650148)","3","H312785","985694.067","155629.477","311","40.59384302","-73.99480032"
"POINT (-73.98888643377789 40.62583379625107)","3","H309612","987335.007","167284.702","312","40.62583542","-73.98888397"
"POINT (-73.92635349160248 40.61024112991235)","3","H327952","1004698.256","161612.284","318","40.61024094","-73.92635345"
"POINT (-73.922441114325 40.83415889018002)","2","H202488","1005712.312","243193.379","204","40.83415985","-73.92243958"
"POINT (-73.9810779190981 40.61466528332441)","3","H313537","989503.446","163216.09","311","40.61466599","-73.9810791"
"POINT (-73.7866369178521 40.77305013180878)","4","H422534","1043346.608","220991.778","411","40.7730484","-73.78663635"
"POINT (-73.88749080606387 40.87199531195206)","2","H204942","1015366.149","256989.114","207","40.87199402","-73.88748932"
"POINT (-73.83406580051758 40.71876407921516)","4","H427694","1030247.39475","201185.2255","406","40.71876526","-73.8340683"
"POINT (-73.7896388183628 40.75125299020726)","4","H422705","1042534.224","213048.375","411","40.75125122","-73.78964233"
"POINT (-73.84686060036013 40.82660464824411)","2","H212702","1026631.959","240468.636","209","40.82660294","-73.84686279"
"POINT (-73.8711910336361 40.68422345723782)","3","H330568","1019974.696","188583.747","305","40.68422318","-73.87119293"
"POINT (-74.16403489043634 40.54418892423282)","5","H508162","938659.996","137581.914","503","40.54418945","-74.16403198"
"POINT (-73.89961852241983 40.664179938508376)","3","H326626","1012098.808","181271.011","305","40.66418076","-73.89962006"
"POINT (-73.99664625132043 40.62961410405713)","3","H309547","985180.912","168661.791","312","40.62961578","-73.99664307"
"POINT (-73.8377449806687 40.72118620161467)","4","H427711","1029225.883","202065.767","406","40.72118759","-73.83774567"
"POINT (-73.82024142417342 40.71741706330824)","4","H424464","1034080.55","200702.029","408","40.71741867","-73.82024384"
"POINT (-73.84820336684602 40.66438035224852)","4","H425507","1026362.76325","181364.55925","410","40.66437912","-73.84820557"
"POINT (-73.84791875366848 40.81793485135414)","2","H212194","1026344.595","237309.409","209","40.81793594","-73.84791565"
"POINT (-73.72907205693356 40.68114777729452)","4","H405336","1059394.24775","187553.128","413","40.68114777","-73.72907205"
"POINT (-73.86112871605334 40.74887993755673)","4","H432698","1022728.096","212144.31225","404","40.74887848","-73.86112976"
"POINT (-74.00179848180528 40.64913506335597)","3","H304323","983750.935","175773.793","307","40.64913559","-74.00180054"
"POINT (-73.79289007366714 40.59804478629349)","4","H416666","1041765.382","157228.239","414","40.59804535","-73.79289246"
"POINT (-73.70757542543947 40.75006462180602)","4","H416897","1065272.687","212680.669","413","40.75006485","-73.70757294"
